Data,ID Canal de Venda,Situação,Opção de Compra,ID Cliente,ID Vendedor,Funcionario,Ganho,Meta
05/03/2025,1,N,U,4,9,Gabriela Lima,"5.829,20","1.252,00"
05/03/2025,1,N,A,10,10,Felipe Santos,"1.332,27","580,00"
05/03/2025,1,N,A,5,9,Gabriela Lima,"1.788,16","1.252,00"
05/03/2025,1,N,U,6,4,Pedro Henrique,"1.432,90","923,00"
05/03/2025,2,N,A,13,6,Rafael Costa,"814,32","1.323,00"
05/03/2025,2,N,A,9,5,Júlia Fernandes,"954,94","552,00"
05/03/2025,1,N,A,8,3,Mariana Oliveira,"7.105,00","595,00"
05/03/2025,1,N,U,4,8,Leonardo Almeida,"25.024,32","939,00"
06/03/2025,1,N,A,11,1,Ana Beatriz,"946,11","932,00"
06/03/2025,1,N,U,7,4,Pedro Henrique,"554,33","508,00"
06/03/2025,2,N,A,11,3,Mariana Oliveira,"13.452,48","1.227,00"
06/03/2025,2,N,U,10,10,Felipe Santos,"334,74","280,00"
06/03/2025,1,N,U,7,4,Pedro Henrique,"462,26","508,00"
06/03/2025,1,N,U,1,1,Ana Beatriz,"411,80","932,00"
06/03/2025,2,N,A,11,7,Camila Souza,"353,13","1.259,00"
06/03/2025,2,N,A,5,4,Pedro Henrique,"329,43","508,00"
06/03/2025,2,N,U,5,4,Pedro Henrique,"368,72","508,00"
06/03/2025,2,N,U,12,7,Camila Souza,"2.242,80","1.259,00"
06/03/2025,2,N,U,17,2,Lucas Gabriel,"467,25","397,00"
06/03/2025,1,N,U,13,8,Leonardo Almeida,"230,40","873,00"
06/03/2025,2,N,U,3,3,Mariana Oliveira,"37,32","1.227,00"
06/03/2025,1,N,U,4,6,Rafael Costa,"80,86","1.302,00"
06/03/2025,1,C,U,1,5,Júlia Fernandes,"799,00","398,00"
06/03/2025,1,N,A,7,4,Pedro Henrique,"966,78","508,00"
06/03/2025,2,N,U,16,2,Lucas Gabriel,"499,96","397,00"
06/03/2025,1,N,A,14,4,Pedro Henrique,"5.278,00","508,00"
06/03/2025,2,N,U,6,8,Leonardo Almeida,"580,16","873,00"
07/03/2025,2,N,A,6,6,Rafael Costa,"3.375,36","179,00"
07/03/2025,1,N,U,12,7,Camila Souza,"867,12","428,00"
07/03/2025,1,N,U,4,4,Pedro Henrique,"4.932,40","1.112,00"
07/03/2025,1,N,U,12,5,Júlia Fernandes,"669,48","1.269,00"
07/03/2025,2,N,A,4,10,Felipe Santos,"698,56","547,00"
07/03/2025,1,N,U,18,3,Mariana Oliveira,"688,70","890,00"
07/03/2025,1,N,U,1,4,Pedro Henrique,"585,60","1.112,00"
07/03/2025,2,N,U,4,5,Júlia Fernandes,"5.262,60","1.269,00"
07/03/2025,1,N,U,12,5,Júlia Fernandes,"318,44","1.269,00"
07/03/2025,1,N,A,7,2,Lucas Gabriel,"1.578,61","1.420,00"
07/03/2025,1,N,U,3,2,Lucas Gabriel,"2.211,65","1.420,00"
07/03/2025,2,N,A,1,5,Júlia Fernandes,"560,00","1.269,00"
07/03/2025,2,C,U,9,8,Leonardo Almeida,"192,00","932,00"
07/03/2025,2,N,U,17,1,Ana Beatriz,"471,68","661,00"
07/03/2025,1,N,U,1,8,Leonardo Almeida,"26,58","932,00"
08/03/2025,1,N,U,16,7,Camila Souza,"225,04","1.123,00"
08/03/2025,1,N,U,15,2,Lucas Gabriel,"4.820,30","926,00"
08/03/2025,1,N,U,6,5,Júlia Fernandes,"4.596,10","329,00"
08/03/2025,2,N,U,17,8,Leonardo Almeida,"828,88","470,00"
08/03/2025,1,N,U,10,5,Júlia Fernandes,"56,80","329,00"
08/03/2025,2,N,A,6,4,Pedro Henrique,"1.494,99","443,00"
08/03/2025,1,N,U,16,6,Rafael Costa,"1.195,60","907,00"
08/03/2025,1,N,U,2,4,Pedro Henrique,"1.401,75","443,00"
08/03/2025,2,N,U,11,3,Mariana Oliveira,"441,62","327,00"
09/03/2025,2,N,U,9,1,Ana Beatriz,"4.985,94","1.454,00"
09/03/2025,1,N,A,13,10,Felipe Santos,"9.021,60","356,00"
09/03/2025,2,N,U,17,6,Rafael Costa,"204,48","1.180,00"
09/03/2025,1,N,U,13,2,Lucas Gabriel,"1.206,72","1.023,00"
09/03/2025,1,N,U,16,2,Lucas Gabriel,"615,78","1.023,00"
09/03/2025,1,N,A,7,1,Ana Beatriz,"1.712,17","1.454,00"
10/03/2025,1,N,A,11,4,Pedro Henrique,"764,94","200,00"
10/03/2025,2,N,A,13,1,Ana Beatriz,"8.116,77","1.029,00"
10/03/2025,1,N,U,5,4,Pedro Henrique,"1.020,16","200,00"
10/03/2025,2,N,A,13,7,Camila Souza,"781,44","970,00"
10/03/2025,2,N,U,11,3,Mariana Oliveira,"146,40","883,00"
10/03/2025,2,N,U,9,5,Júlia Fernandes,"561,65","465,00"
10/03/2025,1,N,U,2,9,Gabriela Lima,"177,60","825,00"
10/03/2025,1,N,U,16,4,Pedro Henrique,"441,04","200,00"
10/03/2025,1,C,A,13,7,Camila Souza,"730,38","970,00"
10/03/2025,1,C,U,9,5,Júlia Fernandes,"658,00","465,00"
10/03/2025,2,N,A,3,8,Leonardo Almeida,"1.003,68","537,00"
10/03/2025,1,N,U,16,3,Mariana Oliveira,"370,66","883,00"
10/03/2025,2,N,U,10,2,Lucas Gabriel,"31,36","1.285,00"
10/03/2025,1,N,A,17,8,Leonardo Almeida,"40.837,83","537,00"
10/03/2025,1,C,A,14,2,Lucas Gabriel,"33.307,45","1.285,00"
11/03/2025,2,N,A,18,3,Mariana Oliveira,"912,56","177,00"
11/03/2025,1,N,U,10,1,Ana Beatriz,"788,90","255,00"
11/03/2025,1,N,U,8,4,Pedro Henrique,"270,98","960,00"
11/03/2025,2,N,U,17,5,Júlia Fernandes,"227,20","524,00"
11/03/2025,1,N,A,4,3,Mariana Oliveira,"1.301,76","177,00"
11/03/2025,1,N,U,13,5,Júlia Fernandes,"62,48","524,00"
11/03/2025,2,N,U,15,8,Leonardo Almeida,"184,36","1.312,00"
11/03/2025,2,N,U,14,5,Júlia Fernandes,"1.173,20","524,00"
11/03/2025,2,N,A,3,5,Júlia Fernandes,"1.397,00","524,00"
11/03/2025,1,N,U,13,9,Gabriela Lima,"284,40","310,00"
11/03/2025,1,N,A,8,8,Leonardo Almeida,"1.195,20","1.312,00"
11/03/2025,2,N,A,18,7,Camila Souza,"428,00","913,00"
11/03/2025,1,N,U,4,6,Rafael Costa,"94,00","1.355,00"
11/03/2025,2,N,A,17,3,Mariana Oliveira,"5.836,25","177,00"
11/03/2025,2,N,U,4,7,Camila Souza,"8.341,44","913,00"
11/03/2025,2,N,U,10,7,Camila Souza,"28.152,36","913,00"
12/03/2025,1,N,U,17,10,Felipe Santos,"1.951,02","1.350,00"
12/03/2025,1,N,A,3,8,Leonardo Almeida,"1.540,48","1.296,00"
12/03/2025,2,N,U,14,3,Mariana Oliveira,"78,10","1.157,00"
12/03/2025,1,N,U,18,8,Leonardo Almeida,"1.508,40","1.296,00"
12/03/2025,1,C,U,15,4,Pedro Henrique,"9,48","531,00"
12/03/2025,2,N,U,18,8,Leonardo Almeida,"254,40","1.296,00"
12/03/2025,2,N,U,6,8,Leonardo Almeida,"168,00","1.296,00"
12/03/2025,1,N,A,10,1,Ana Beatriz,"745,92","1.297,00"
12/03/2025,2,N,A,16,8,Leonardo Almeida,"1.218,90","1.296,00"
13/03/2025,2,N,U,11,1,Ana Beatriz,"1.547,15","189,00"
13/03/2025,2,N,A,5,9,Gabriela Lima,"7.390,88","1.194,00"
13/03/2025,1,N,U,3,3,Mariana Oliveira,"4.751,40","1.465,00"
13/03/2025,2,N,U,17,3,Mariana Oliveira,"9.304,30","1.465,00"
13/03/2025,2,N,U,9,6,Rafael Costa,"11.097,90","788,00"
13/03/2025,1,N,A,9,6,Rafael Costa,"1.200,06","788,00"
13/03/2025,2,N,A,15,7,Camila Souza,"1.760,22","1.244,00"
13/03/2025,2,N,A,14,3,Mariana Oliveira,"1.294,80","1.465,00"
13/03/2025,1,N,A,13,3,Mariana Oliveira,"476,00","1.465,00"
13/03/2025,1,N,A,15,1,Ana Beatriz,"497,00","189,00"
13/03/2025,2,N,U,9,3,Mariana Oliveira,"578,46","1.465,00"
13/03/2025,1,N,A,18,4,Pedro Henrique,"678,58","1.434,00"
13/03/2025,1,C,U,18,5,Júlia Fernandes,"9,40","726,00"
13/03/2025,2,N,U,5,4,Pedro Henrique,"788,54","1.434,00"
13/03/2025,2,N,U,7,1,Ana Beatriz,"4.384,80","189,00"
13/03/2025,1,N,A,5,3,Mariana Oliveira,"7.105,00","1.465,00"
13/03/2025,2,N,U,11,9,Gabriela Lima,"29.195,04","1.194,00"
14/03/2025,1,N,U,8,6,Rafael Costa,"56,35","599,00"
14/03/2025,1,N,U,16,9,Gabriela Lima,"5.044,50","520,00"
14/03/2025,1,N,A,3,10,Felipe Santos,"1.179,72","1.110,00"
14/03/2025,2,N,U,4,7,Camila Souza,"3.683,82","911,00"
14/03/2025,1,N,A,2,2,Lucas Gabriel,"322,32","1.376,00"
14/03/2025,1,N,U,1,4,Pedro Henrique,"482,40","340,00"
14/03/2025,1,N,A,16,5,Júlia Fernandes,"500,64","699,00"
14/03/2025,1,N,A,11,2,Lucas Gabriel,"1.469,85","1.376,00"
14/03/2025,2,N,U,18,5,Júlia Fernandes,"53,16","699,00"
14/03/2025,1,N,U,15,3,Mariana Oliveira,"4.384,80","944,00"
15/03/2025,2,N,U,4,1,Ana Beatriz,"547,40","633,00"
15/03/2025,1,N,A,9,7,Camila Souza,"691,13","654,00"
15/03/2025,1,N,A,13,3,Mariana Oliveira,"6.563,98","1.363,00"
15/03/2025,1,N,A,3,1,Ana Beatriz,"331,80","633,00"
15/03/2025,2,N,A,10,6,Rafael Costa,"1.508,76","388,00"
15/03/2025,1,N,A,17,9,Gabriela Lima,"529,30","1.255,00"
15/03/2025,2,N,A,16,2,Lucas Gabriel,"532,00","1.396,00"
15/03/2025,2,N,U,7,6,Rafael Costa,"578,12","388,00"
15/03/2025,1,N,A,17,6,Rafael Costa,"700,77","388,00"
15/03/2025,1,N,U,18,7,Camila Souza,"921,20","654,00"
15/03/2025,1,N,U,12,4,Pedro Henrique,"1.238,72","1.300,00"
15/03/2025,1,N,A,11,2,Lucas Gabriel,"33.017,82","1.396,00"
16/03/2025,2,N,A,13,3,Mariana Oliveira,"832,04","981,00"
16/03/2025,2,N,U,10,10,Felipe Santos,"112,70","1.227,00"
16/03/2025,2,N,U,6,3,Mariana Oliveira,"4.909,78","981,00"
16/03/2025,1,N,U,8,2,Lucas Gabriel,"97,60","560,00"
16/03/2025,2,N,A,2,5,Júlia Fernandes,"9.084,25","395,00"
16/03/2025,1,N,A,9,3,Mariana Oliveira,"8.332,45","981,00"
16/03/2025,1,N,U,1,8,Leonardo Almeida,"195,96","654,00"
16/03/2025,2,N,A,16,7,Camila Souza,"312,84","175,00"
16/03/2025,1,N,U,5,2,Lucas Gabriel,"163,20","560,00"
16/03/2025,1,N,U,2,4,Pedro Henrique,"860,40","716,00"
16/03/2025,1,N,A,18,8,Leonardo Almeida,"739,54","654,00"
17/03/2025,1,N,A,10,7,Camila Souza,"2.719,04","991,00"
17/03/2025,1,N,A,5,10,Felipe Santos,"6.599,00","287,00"
17/03/2025,2,N,A,2,1,Ana Beatriz,"1.108,53","751,00"
17/03/2025,2,C,A,12,4,Pedro Henrique,"296,25","1.095,00"
17/03/2025,1,N,U,6,6,Rafael Costa,"189,60","1.289,00"
17/03/2025,1,N,U,1,1,Ana Beatriz,"410,52","751,00"
17/03/2025,1,N,U,10,6,Rafael Costa,"547,36","1.289,00"
17/03/2025,2,N,A,18,9,Gabriela Lima,"994,41","259,00"
17/03/2025,1,N,U,15,6,Rafael Costa,"336,18","1.289,00"
17/03/2025,2,N,A,14,3,Mariana Oliveira,"41.417,09","334,00"
17/03/2025,2,N,U,9,10,Felipe Santos,"25.719,44","287,00"
18/03/2025,1,N,A,5,2,Lucas Gabriel,"805,20","505,00"
18/03/2025,2,N,A,11,3,Mariana Oliveira,"1.513,92","254,00"
18/03/2025,2,N,U,7,4,Pedro Henrique,"637,60","715,00"
18/03/2025,2,N,U,11,5,Júlia Fernandes,"3.021,55","1.376,00"
18/03/2025,2,N,A,2,5,Júlia Fernandes,"414,75","1.376,00"
18/03/2025,2,N,U,2,8,Leonardo Almeida,"991,85","1.302,00"
18/03/2025,2,N,A,8,4,Pedro Henrique,"670,95","715,00"
18/03/2025,2,N,U,17,3,Mariana Oliveira,"503,84","254,00"
18/03/2025,2,N,U,6,8,Leonardo Almeida,"544,92","1.302,00"
18/03/2025,2,N,A,15,5,Júlia Fernandes,"789,80","1.376,00"
18/03/2025,2,N,U,10,8,Leonardo Almeida,"1.339,80","1.302,00"
19/03/2025,2,C,A,1,8,Leonardo Almeida,"872,30","1.473,00"
19/03/2025,1,N,U,3,2,Lucas Gabriel,"2.673,62","1.175,00"
19/03/2025,2,N,A,13,1,Ana Beatriz,"9.502,56","765,00"
19/03/2025,2,N,U,14,5,Júlia Fernandes,"6.165,50","779,00"
19/03/2025,2,N,U,3,5,Júlia Fernandes,"860,76","779,00"
19/03/2025,2,N,U,15,10,Felipe Santos,"482,80","1.019,00"
19/03/2025,1,N,U,7,9,Gabriela Lima,"915,00","1.054,00"
19/03/2025,1,N,U,6,7,Camila Souza,"2.706,48","1.226,00"
19/03/2025,2,N,A,13,2,Lucas Gabriel,"7.705,95","1.175,00"
19/03/2025,2,N,U,16,7,Camila Souza,"5.638,50","1.226,00"
19/03/2025,2,N,A,16,6,Rafael Costa,"462,15","1.322,00"
19/03/2025,2,N,A,13,6,Rafael Costa,"414,75","1.322,00"
19/03/2025,2,C,U,3,10,Felipe Santos,"645,30","1.019,00"
19/03/2025,2,N,U,2,8,Leonardo Almeida,"258,12","1.473,00"
19/03/2025,2,N,U,9,2,Lucas Gabriel,"360,64","1.175,00"
20/03/2025,1,N,A,10,4,Pedro Henrique,"7.768,38","275,00"
20/03/2025,1,N,U,1,2,Lucas Gabriel,"1.156,16","1.193,00"
20/03/2025,1,N,U,2,4,Pedro Henrique,"3.801,12","275,00"
20/03/2025,1,N,A,17,4,Pedro Henrique,"7.654,84","275,00"
20/03/2025,1,N,A,6,1,Ana Beatriz,"1.899,04","313,00"
20/03/2025,2,N,U,9,3,Mariana Oliveira,"568,00","826,00"
20/03/2025,1,N,A,10,7,Camila Souza,"8.019,20","1.379,00"
20/03/2025,1,N,A,9,9,Gabriela Lima,"1.536,70","1.038,00"
20/03/2025,2,N,A,4,9,Gabriela Lima,"1.466,85","1.038,00"
20/03/2025,1,N,U,17,9,Gabriela Lima,"809,90","1.038,00"
20/03/2025,1,N,U,1,1,Ana Beatriz,"29,80","313,00"
20/03/2025,1,N,A,15,7,Camila Souza,"760,14","1.379,00"
20/03/2025,2,N,U,2,7,Camila Souza,"925,12","1.379,00"
20/03/2025,2,N,U,16,9,Gabriela Lima,"533,12","1.038,00"
20/03/2025,1,N,U,2,2,Lucas Gabriel,"1.144,64","1.193,00"
21/03/2025,1,N,A,11,5,Júlia Fernandes,"2.672,16","975,00"
21/03/2025,1,N,U,5,7,Camila Souza,"1.068,94","876,00"
21/03/2025,2,N,U,9,8,Leonardo Almeida,"7.009,22","1.297,00"
21/03/2025,1,N,A,4,7,Camila Souza,"1.859,20","876,00"
21/03/2025,1,N,A,18,10,Felipe Santos,"1.806,08","505,00"
21/03/2025,1,N,U,17,2,Lucas Gabriel,"809,90","1.223,00"
21/03/2025,1,N,U,3,5,Júlia Fernandes,"1.432,90","975,00"
21/03/2025,1,N,U,18,6,Rafael Costa,"9,60","1.469,00"
21/03/2025,2,N,U,7,5,Júlia Fernandes,"122,20","975,00"
21/03/2025,2,N,U,10,2,Lucas Gabriel,"14,34","1.223,00"
22/03/2025,2,N,A,11,6,Rafael Costa,"2.648,72","1.061,00"
22/03/2025,2,N,A,5,3,Mariana Oliveira,"1.965,44","1.021,00"
22/03/2025,1,N,U,1,2,Lucas Gabriel,"79,70","1.387,00"
22/03/2025,2,N,U,18,3,Mariana Oliveira,"355,00","1.021,00"
22/03/2025,1,N,U,12,10,Felipe Santos,"1.195,60","228,00"
22/03/2025,1,N,U,16,10,Felipe Santos,"1.374,32","228,00"
22/03/2025,1,N,A,6,7,Camila Souza,"398,95","295,00"
22/03/2025,2,N,A,17,5,Júlia Fernandes,"639,21","1.035,00"
22/03/2025,1,N,U,5,5,Júlia Fernandes,"268,00","1.035,00"
22/03/2025,2,N,U,18,9,Gabriela Lima,"130,62","1.144,00"
22/03/2025,1,N,U,13,4,Pedro Henrique,"216,20","273,00"
22/03/2025,1,N,A,8,4,Pedro Henrique,"1.744,70","273,00"
22/03/2025,2,N,U,15,5,Júlia Fernandes,"989,46","1.035,00"
22/03/2025,1,N,U,10,7,Camila Souza,"586,16","295,00"
22/03/2025,2,N,A,11,2,Lucas Gabriel,"36.203,75","1.387,00"
23/03/2025,1,C,U,4,7,Camila Souza,"281,30","1.209,00"
23/03/2025,1,N,U,1,2,Lucas Gabriel,"724,50","1.348,00"
23/03/2025,1,N,U,16,6,Rafael Costa,"571,55","203,00"
23/03/2025,2,N,U,16,2,Lucas Gabriel,"589,78","1.348,00"
23/03/2025,2,N,A,1,8,Leonardo Almeida,"1.513,92","575,00"
23/03/2025,1,N,U,11,2,Lucas Gabriel,"127,52","1.348,00"
23/03/2025,2,N,A,11,2,Lucas Gabriel,"317,58","1.348,00"
23/03/2025,2,N,U,10,4,Pedro Henrique,"122,12","570,00"
23/03/2025,2,N,A,5,9,Gabriela Lima,"919,04","396,00"
24/03/2025,1,N,U,3,5,Júlia Fernandes,"5.305,73","696,00"
24/03/2025,2,N,U,11,6,Rafael Costa,"411,80","932,00"
24/03/2025,1,N,A,14,9,Gabriela Lima,"7.705,95","1.192,00"
24/03/2025,1,N,A,17,3,Mariana Oliveira,"1.983,74","1.459,00"
24/03/2025,1,N,U,9,9,Gabriela Lima,"454,10","1.192,00"
24/03/2025,1,N,U,2,10,Felipe Santos,"43,10","1.225,00"
24/03/2025,1,N,U,11,7,Camila Souza,"1.400,70","1.461,00"
24/03/2025,2,N,U,12,9,Gabriela Lima,"1.505,28","1.192,00"
25/03/2025,1,N,U,18,4,Pedro Henrique,"3.034,92","420,00"
25/03/2025,1,N,A,6,6,Rafael Costa,"12.424,86","697,00"
25/03/2025,1,N,A,5,9,Gabriela Lima,"322,32","1.341,00"
25/03/2025,1,N,U,7,7,Camila Souza,"25,56","730,00"
25/03/2025,2,N,A,5,7,Camila Souza,"398,95","730,00"
25/03/2025,2,N,U,18,9,Gabriela Lima,"293,88","1.341,00"
25/03/2025,2,N,U,14,6,Rafael Costa,"327,80","697,00"
25/03/2025,1,N,U,5,7,Camila Souza,"405,28","730,00"
25/03/2025,1,N,U,1,2,Lucas Gabriel,"1.161,54","509,00"
25/03/2025,1,N,A,7,7,Camila Souza,"1.855,94","730,00"
25/03/2025,2,N,A,9,4,Pedro Henrique,"1.921,29","420,00"
26/03/2025,1,N,U,13,2,Lucas Gabriel,"249,55","1.260,00"
26/03/2025,2,N,A,3,10,Felipe Santos,"8.310,36","717,00"
26/03/2025,1,N,U,14,7,Camila Souza,"3.902,04","1.122,00"
26/03/2025,1,N,U,7,7,Camila Souza,"9.528,50","1.122,00"
26/03/2025,2,N,A,15,4,Pedro Henrique,"1.397,00","790,00"
26/03/2025,2,C,U,2,6,Rafael Costa,"1.495,20","812,00"
26/03/2025,1,N,A,1,2,Lucas Gabriel,"474,00","1.260,00"
26/03/2025,2,N,U,17,4,Pedro Henrique,"383,94","790,00"
26/03/2025,2,N,U,17,8,Leonardo Almeida,"669,20","367,00"
26/03/2025,2,N,U,14,5,Júlia Fernandes,"292,04","237,00"
26/03/2025,1,N,U,18,5,Júlia Fernandes,"87,08","237,00"
26/03/2025,2,N,A,14,6,Rafael Costa,"833,94","812,00"
26/03/2025,2,N,A,9,5,Júlia Fernandes,"725,18","237,00"
26/03/2025,1,N,A,17,3,Mariana Oliveira,"1.882,08","1.041,00"
27/03/2025,1,N,U,17,1,Ana Beatriz,"112,70","382,00"
27/03/2025,1,N,U,12,3,Mariana Oliveira,"201,25","1.164,00"
27/03/2025,1,N,U,3,6,Rafael Costa,"2.017,80","490,00"
27/03/2025,1,N,U,8,5,Júlia Fernandes,"685,42","1.151,00"
27/03/2025,1,C,U,15,3,Mariana Oliveira,"924,52","1.164,00"
27/03/2025,2,N,U,11,3,Mariana Oliveira,"227,20","1.164,00"
27/03/2025,1,N,U,16,3,Mariana Oliveira,"631,90","1.164,00"
27/03/2025,2,N,U,3,1,Ana Beatriz,"237,00","382,00"
27/03/2025,1,N,U,2,3,Mariana Oliveira,"4,74","1.164,00"
27/03/2025,1,N,U,12,6,Rafael Costa,"908,20","490,00"
27/03/2025,2,N,U,16,3,Mariana Oliveira,"75,04","1.164,00"
27/03/2025,2,N,U,10,3,Mariana Oliveira,"329,66","1.164,00"
27/03/2025,2,C,U,13,1,Ana Beatriz,"141,00","382,00"
27/03/2025,1,N,U,8,10,Felipe Santos,"1.261,92","1.400,00"
27/03/2025,1,N,U,16,9,Gabriela Lima,"141,76","157,00"
27/03/2025,1,N,A,13,8,Leonardo Almeida,"5.531,75","501,00"
28/03/2025,1,N,U,3,7,Camila Souza,"32,20","1.099,00"
28/03/2025,1,N,U,11,6,Rafael Costa,"265,65","388,00"
28/03/2025,1,N,U,14,4,Pedro Henrique,"463,60","1.083,00"
28/03/2025,2,N,U,1,1,Ana Beatriz,"119,28","860,00"
28/03/2025,2,N,U,14,5,Júlia Fernandes,"5,68","1.414,00"
28/03/2025,1,N,A,18,10,Felipe Santos,"1.718,31","163,00"
28/03/2025,2,N,A,7,3,Mariana Oliveira,"3.816,12","915,00"
28/03/2025,1,N,U,4,2,Lucas Gabriel,"364,98","1.150,00"
28/03/2025,2,N,U,13,4,Pedro Henrique,"669,20","1.083,00"
28/03/2025,2,N,U,5,2,Lucas Gabriel,"67,20","1.150,00"
28/03/2025,2,N,A,10,4,Pedro Henrique,"436,00","1.083,00"
28/03/2025,2,N,U,6,6,Rafael Costa,"369,84","388,00"
28/03/2025,1,N,A,8,4,Pedro Henrique,"931,77","1.083,00"
28/03/2025,2,N,U,17,7,Camila Souza,"4.323,90","1.099,00"
28/03/2025,1,N,U,9,7,Camila Souza,"392,00","1.099,00"
28/03/2025,2,N,A,18,8,Leonardo Almeida,"1.934,36","616,00"
28/03/2025,2,N,A,15,5,Júlia Fernandes,"1.803,66","1.414,00"
28/03/2025,1,N,A,10,2,Lucas Gabriel,"43.154,87","1.150,00"
28/03/2025,1,N,U,15,8,Leonardo Almeida,"9.731,68","616,00"
29/03/2025,2,N,U,18,1,Ana Beatriz,"2.222,27","342,00"
29/03/2025,1,N,U,2,5,Júlia Fernandes,"185,15","1.402,00"
29/03/2025,1,N,U,1,2,Lucas Gabriel,"4.038,69","1.166,00"
29/03/2025,2,N,U,8,8,Leonardo Almeida,"8.071,20","1.144,00"
29/03/2025,2,N,U,8,8,Leonardo Almeida,"1.278,06","1.144,00"
29/03/2025,1,N,U,11,9,Gabriela Lima,"312,84","1.162,00"
29/03/2025,1,N,U,7,6,Rafael Costa,"139,20","258,00"
29/03/2025,1,N,A,2,3,Mariana Oliveira,"1.613,25","733,00"
29/03/2025,1,N,U,17,3,Mariana Oliveira,"469,58","733,00"
29/03/2025,1,N,A,10,6,Rafael Costa,"804,16","258,00"
29/03/2025,1,N,A,14,4,Pedro Henrique,"7.257,25","711,00"
29/03/2025,1,N,A,18,2,Lucas Gabriel,"1.751,38","1.166,00"
29/03/2025,1,N,A,17,6,Rafael Costa,"31.569,67","258,00"
30/03/2025,2,N,U,1,10,Felipe Santos,"474,95","780,00"
30/03/2025,2,N,A,8,7,Camila Souza,"7.828,60","1.258,00"
30/03/2025,2,N,U,6,8,Leonardo Almeida,"4.434,64","1.247,00"
30/03/2025,1,N,U,2,2,Lucas Gabriel,"227,20","675,00"
30/03/2025,1,N,U,4,6,Rafael Costa,"411,80","798,00"
30/03/2025,1,N,A,8,1,Ana Beatriz,"1.662,43","172,00"
30/03/2025,2,N,A,10,1,Ana Beatriz,"1.690,37","172,00"
30/03/2025,2,N,U,9,9,Gabriela Lima,"154,96","324,00"
30/03/2025,1,N,A,8,5,Júlia Fernandes,"845,64","521,00"
30/03/2025,2,N,U,13,2,Lucas Gabriel,"534,44","675,00"
30/03/2025,1,N,U,5,7,Camila Souza,"1.489,60","1.258,00"
31/03/2025,1,N,A,8,4,Pedro Henrique,"711,26","644,00"
31/03/2025,1,N,U,2,1,Ana Beatriz,"10.425,30","643,00"
31/03/2025,2,N,U,13,1,Ana Beatriz,"350,68","643,00"
31/03/2025,1,N,U,17,7,Camila Souza,"1.061,40","700,00"
31/03/2025,1,N,A,3,4,Pedro Henrique,"8.144,50","644,00"
31/03/2025,2,N,A,3,8,Leonardo Almeida,"8.771,00","259,00"
31/03/2025,1,N,A,1,5,Júlia Fernandes,"334,17","1.194,00"
31/03/2025,1,N,A,4,1,Ana Beatriz,"1.592,58","643,00"
31/03/2025,1,C,U,6,5,Júlia Fernandes,"1.962,45","1.194,00"
31/03/2025,2,N,U,1,1,Ana Beatriz,"194,34","643,00"
31/03/2025,2,N,U,12,2,Lucas Gabriel,"406,30","596,00"
31/03/2025,1,N,U,18,3,Mariana Oliveira,"412,80","1.103,00"
31/03/2025,1,N,U,3,4,Pedro Henrique,"345,68","644,00"
31/03/2025,2,N,U,9,6,Rafael Costa,"471,68","1.163,00"
31/03/2025,1,N,U,11,9,Gabriela Lima,"223,92","557,00"
31/03/2025,1,N,U,3,3,Mariana Oliveira,"405,14","1.103,00"
31/03/2025,2,N,U,7,4,Pedro Henrique,"2.131,50","644,00"
31/03/2025,1,C,U,18,5,Júlia Fernandes,"304,50","1.194,00"
31/03/2025,1,N,A,15,10,Felipe Santos,"1.725,24","659,00"
31/03/2025,1,N,U,6,10,Felipe Santos,"3.128,04","659,00"
01/04/2025,2,N,U,8,4,Pedro Henrique,"466,90","1.127,00"
01/04/2025,1,N,U,14,2,Lucas Gabriel,"404,70","1.325,00"
01/04/2025,1,N,A,6,7,Camila Souza,"1.505,16","1.327,00"
01/04/2025,2,C,A,15,4,Pedro Henrique,"418,70","1.127,00"
01/04/2025,2,N,A,8,6,Rafael Costa,"556,00","576,00"
01/04/2025,2,N,A,6,10,Felipe Santos,"611,24","527,00"
01/04/2025,2,N,A,5,9,Gabriela Lima,"657,86","870,00"
01/04/2025,1,N,U,2,3,Mariana Oliveira,"10.426,80","859,00"
02/04/2025,2,N,A,18,1,Ana Beatriz,"2.648,72","1.319,00"
02/04/2025,2,N,A,7,4,Pedro Henrique,"2.695,60","477,00"
02/04/2025,1,N,U,1,10,Felipe Santos,"2.095,54","527,00"
02/04/2025,1,N,U,16,6,Rafael Costa,"316,76","511,00"
02/04/2025,1,N,U,9,4,Pedro Henrique,"1.159,00","477,00"
02/04/2025,2,N,U,11,2,Lucas Gabriel,"2.029,86","458,00"
02/04/2025,2,N,U,5,4,Pedro Henrique,"117,32","477,00"
02/04/2025,2,N,U,14,2,Lucas Gabriel,"284,92","458,00"
02/04/2025,2,N,U,16,6,Rafael Costa,"374,46","511,00"
02/04/2025,1,N,A,7,2,Lucas Gabriel,"398,95","458,00"
02/04/2025,1,N,U,6,10,Felipe Santos,"417,60","527,00"
02/04/2025,2,N,U,9,3,Mariana Oliveira,"336,00","1.486,00"
02/04/2025,1,N,U,7,4,Pedro Henrique,"381,44","477,00"
02/04/2025,2,C,U,8,4,Pedro Henrique,"8,62","477,00"
02/04/2025,1,N,U,15,7,Camila Souza,"2.070,60","990,00"
03/04/2025,2,N,U,16,6,Rafael Costa,"3.829,78","459,00"
